
Parameter File Name is: hw3_axel_d.params

Setting up Fitness Function.....Iterated Prisoner's Dilemma
1	1	2.980	1.720	1.371
1	2	2.980	1.970	1.912
1	3	2.980	1.980	1.980
1	4	2.980	2.000	2.010
1	5	2.980	2.000	2.010
1	6	2.980	2.000	2.010
1	7	2.980	2.000	2.000
1	8	2.980	2.000	1.990
1	9	2.980	2.000	1.990
1	10	2.980	2.000	2.000
1	11	2.980	2.000	1.990
1	12	2.980	2.000	2.000
1	13	2.980	2.000	1.990
1	14	2.980	2.000	2.000
1	15	2.980	2.000	2.000
1	16	2.980	2.000	2.010
1	17	2.980	2.000	1.990
1	18	2.980	2.000	1.969
1	19	2.980	2.000	1.980
1	20	2.980	2.000	2.010
1	21	2.980	1.990	1.995
1	22	2.980	2.000	1.990
1	23	2.980	2.000	2.000
1	24	2.980	2.000	1.969
1	25	2.980	2.000	1.980
1	26	2.980	2.000	2.010
1	27	2.980	2.000	2.010
1	28	2.980	2.000	2.000
1	29	2.980	2.000	2.000
1	30	2.980	1.990	2.005
1	31	2.980	2.000	2.000
1	32	2.980	2.000	2.010
1	33	2.980	2.000	2.010
1	34	2.980	2.000	1.980
1	35	2.980	2.000	1.959
1	36	2.980	2.000	1.969
1	37	2.980	2.000	1.969
1	38	2.980	2.000	2.010
1	39	2.980	2.000	2.010
1	40	2.980	2.000	2.000
1	41	2.980	2.000	2.000
1	42	2.980	2.000	2.010
1	43	2.980	2.000	2.000
1	44	2.980	2.000	1.990
1	45	2.980	2.000	2.010
1	46	2.980	2.000	1.990
1	47	2.980	2.000	1.959
1	48	2.980	2.000	2.000
1	49	2.980	2.000	2.000
1	50	2.980	2.000	2.010
Executing FF Gene Output
1	B	2.98

2	1	2.980	1.750	1.366
2	2	2.980	1.970	1.907
2	3	2.980	1.990	1.997
2	4	2.980	1.990	2.008
2	5	2.980	2.000	2.010
2	6	2.980	1.980	1.995
2	7	2.980	2.000	2.010
2	8	2.980	1.990	2.002
2	9	2.980	2.000	2.010
2	10	2.980	1.980	1.995
2	11	2.980	2.000	2.010
2	12	2.980	1.990	2.002
2	13	2.980	2.000	2.010
2	14	2.980	1.990	2.008
2	15	2.980	1.980	2.000
2	16	2.980	2.000	2.010
2	17	2.980	1.980	2.005
2	18	2.980	1.980	2.005
2	19	2.980	1.990	2.008
2	20	2.980	1.990	2.008
2	21	2.980	1.980	2.005
2	22	2.980	1.990	2.008
2	23	2.980	1.990	2.008
2	24	2.980	1.980	2.005
2	25	2.980	2.000	2.010
2	26	2.980	1.990	2.008
2	27	2.980	1.990	1.997
2	28	2.980	1.980	1.985
2	29	2.980	1.990	1.987
2	30	2.980	2.000	1.990
2	31	2.980	2.000	2.000
2	32	2.980	2.000	2.010
2	33	2.980	2.000	2.000
2	34	2.980	2.000	1.990
2	35	2.980	1.990	1.992
2	36	2.980	2.000	2.000
2	37	2.980	2.000	2.000
2	38	2.980	2.000	2.010
2	39	2.980	2.000	2.010
2	40	2.980	2.000	2.000
2	41	2.980	2.000	1.959
2	42	2.980	2.000	1.990
2	43	2.980	2.000	1.990
2	44	2.980	2.000	1.980
2	45	2.980	2.000	2.010
2	46	2.980	2.000	2.000
2	47	2.980	2.000	2.000
2	48	2.980	2.000	2.000
2	49	2.980	2.000	2.010
2	50	2.980	2.000	1.990
Executing FF Gene Output
2	B	2.98

3	1	2.980	1.700	1.443
3	2	2.980	1.950	1.917
3	3	2.980	2.000	2.003
3	4	2.980	2.000	2.010
3	5	2.980	2.000	1.997
3	6	2.980	2.000	1.985
3	7	2.980	2.000	1.982
3	8	2.980	2.000	2.003
3	9	2.980	2.000	1.995
3	10	2.980	2.000	2.010
3	11	2.980	2.000	2.003
3	12	2.980	2.000	2.003
3	13	2.980	2.000	2.010
3	14	2.980	2.000	2.003
3	15	2.980	2.000	2.010
3	16	2.980	2.000	2.010
3	17	2.980	2.000	2.003
3	18	2.980	2.000	1.995
3	19	2.980	2.000	2.010
3	20	2.980	2.000	2.010
3	21	2.980	2.000	2.003
3	22	2.980	2.000	2.010
3	23	2.980	2.000	2.010
3	24	2.980	2.000	1.990
3	25	2.980	2.000	2.000
3	26	2.980	2.000	2.000
3	27	2.980	2.000	2.000
3	28	2.980	1.990	1.992
3	29	2.980	2.000	1.990
3	30	2.980	2.000	2.000
3	31	2.980	2.000	2.010
3	32	2.980	2.000	1.990
3	33	2.980	2.000	2.000
3	34	2.980	2.000	2.010
3	35	2.980	2.000	1.980
3	36	2.980	2.000	1.990
3	37	2.980	2.000	2.000
3	38	2.980	2.000	1.980
3	39	2.980	2.000	2.000
3	40	2.980	2.000	2.000
3	41	2.980	2.000	1.992
3	42	2.980	2.000	2.000
3	43	2.980	2.000	1.990
3	44	2.980	2.000	1.990
3	45	2.980	2.000	1.990
3	46	2.980	2.000	2.010
3	47	2.980	2.000	2.000
3	48	2.980	2.000	2.000
3	49	2.980	2.000	2.000
3	50	2.980	2.000	1.990
Executing FF Gene Output
3	B	2.98

4	1	2.980	1.740	1.386
4	2	2.980	1.930	1.914
4	3	2.980	1.970	1.987
4	4	2.980	1.990	2.005
4	5	2.980	2.000	2.000
4	6	2.980	2.000	2.010
4	7	2.980	2.000	2.010
4	8	2.980	2.000	2.000
4	9	2.980	2.000	1.990
4	10	2.980	2.000	1.990
4	11	2.980	2.000	2.000
4	12	2.980	2.000	1.990
4	13	2.980	2.000	1.990
4	14	2.980	2.000	1.980
4	15	2.980	2.000	2.010
4	16	2.980	2.000	1.980
4	17	2.980	2.000	2.010
4	18	2.980	2.000	1.980
4	19	2.980	2.000	2.010
4	20	2.980	2.000	1.990
4	21	2.980	2.000	1.969
4	22	2.980	2.000	2.000
4	23	2.980	2.000	2.010
4	24	2.980	2.000	2.000
4	25	2.980	2.000	2.000
4	26	2.980	2.000	2.010
4	27	2.980	2.000	1.990
4	28	2.980	2.000	1.990
4	29	2.980	2.000	1.990
4	30	2.980	2.000	2.000
4	31	2.980	2.000	2.000
4	32	2.980	2.000	2.000
4	33	2.980	1.990	2.008
4	34	2.980	2.000	2.010
4	35	2.980	2.000	2.000
4	36	2.980	2.000	2.010
4	37	2.980	2.000	2.010
4	38	2.980	2.000	2.010
4	39	2.980	1.990	2.008
4	40	2.980	2.000	2.010
4	41	2.980	2.000	2.000
4	42	2.980	2.000	2.010
4	43	2.980	2.000	2.000
4	44	2.980	2.000	2.000
4	45	2.980	2.000	1.980
4	46	2.980	2.000	2.000
4	47	2.980	2.000	2.000
4	48	2.980	2.000	2.000
4	49	2.980	2.000	2.010
4	50	2.980	2.000	2.010
Executing FF Gene Output
4	B	2.98

5	1	2.980	1.770	1.188
5	2	2.980	1.960	1.858
5	3	2.980	1.980	1.956
5	4	2.980	1.980	1.992
5	5	2.980	2.000	2.010
5	6	2.980	1.990	2.005
5	7	2.980	1.990	1.997
5	8	2.980	1.970	1.995
5	9	2.980	1.990	2.005
5	10	2.980	2.000	2.010
5	11	2.980	2.000	2.010
5	12	2.980	2.000	2.010
5	13	2.980	1.990	2.005
5	14	2.980	2.000	2.010
5	15	2.980	2.000	2.010
5	16	2.980	1.970	1.995
5	17	2.980	1.990	2.005
5	18	2.980	1.990	2.005
5	19	2.980	1.990	2.005
5	20	2.980	1.990	2.005
5	21	2.980	1.990	2.005
5	22	2.980	2.000	2.000
5	23	2.980	2.000	2.000
5	24	2.980	1.980	2.000
5	25	2.980	1.990	2.005
5	26	2.980	1.990	2.005
5	27	2.980	1.970	1.995
5	28	2.980	1.960	1.989
5	29	2.980	1.980	2.000
5	30	2.980	1.990	2.005
5	31	2.980	1.980	2.000
5	32	2.980	1.980	2.000
5	33	2.980	1.990	2.005
5	34	2.980	1.980	2.000
5	35	2.980	1.990	2.005
5	36	2.980	2.000	2.010
5	37	2.980	2.000	2.010
5	38	2.980	1.990	2.005
5	39	2.980	1.990	2.005
5	40	2.980	2.000	2.010
5	41	2.980	2.000	2.010
5	42	2.980	1.990	2.005
5	43	2.980	2.000	2.010
5	44	2.980	1.990	2.005
5	45	2.980	2.000	2.010
5	46	2.980	1.980	2.000
5	47	2.980	1.990	2.005
5	48	2.980	2.000	2.000
5	49	2.980	1.970	1.995
5	50	2.980	2.000	2.010
Executing FF Gene Output
5	B	2.98

6	1	2.980	1.720	1.276
6	2	2.980	1.930	1.835
6	3	2.980	1.970	1.969
6	4	2.980	1.980	1.982
6	5	2.980	2.000	2.010
6	6	2.980	2.000	2.010
6	7	2.980	2.000	2.003
6	8	2.980	2.000	1.987
6	9	2.980	2.000	1.987
6	10	2.980	2.000	2.003
6	11	2.980	2.000	2.003
6	12	2.980	2.000	1.995
6	13	2.980	2.000	2.003
6	14	2.980	2.000	2.010
6	15	2.980	2.000	2.003
6	16	2.980	2.000	2.003
6	17	2.980	2.000	2.010
6	18	2.980	2.000	2.003
6	19	2.980	2.000	2.000
6	20	2.980	2.000	2.010
6	21	2.980	2.000	2.000
6	22	2.980	2.000	2.010
6	23	2.980	2.000	2.010
6	24	2.980	2.000	2.010
6	25	2.980	2.000	2.010
6	26	2.980	2.000	2.010
6	27	2.980	2.000	2.000
6	28	2.980	2.000	2.000
6	29	2.980	2.000	2.000
6	30	2.980	2.000	2.010
6	31	2.980	2.000	1.990
6	32	2.980	2.000	2.000
6	33	2.980	2.000	2.010
6	34	2.980	2.000	2.000
6	35	2.980	2.000	1.980
6	36	2.980	2.000	2.000
6	37	2.980	2.000	1.990
6	38	2.980	2.000	2.000
6	39	2.980	2.000	2.010
6	40	2.980	2.000	2.010
6	41	2.980	2.000	2.000
6	42	2.980	2.000	2.000
6	43	2.980	2.000	1.969
6	44	2.980	2.000	2.000
6	45	2.980	2.000	1.990
6	46	2.980	2.000	2.000
6	47	2.980	2.000	1.980
6	48	2.980	2.000	2.000
6	49	2.980	2.000	2.000
6	50	2.980	2.000	2.010
Executing FF Gene Output
6	B	2.98

7	1	2.980	1.700	1.348
7	2	2.980	1.970	1.883
7	3	2.980	2.000	1.982
7	4	2.980	2.000	1.992
7	5	2.980	2.000	2.000
7	6	2.980	2.000	2.000
7	7	2.980	2.000	1.990
7	8	2.980	2.000	2.000
7	9	2.980	2.000	2.000
7	10	2.980	2.000	2.010
7	11	2.980	2.000	1.969
7	12	2.980	2.000	2.000
7	13	2.980	2.000	2.010
7	14	2.980	2.000	1.990
7	15	2.980	2.000	2.000
7	16	2.980	2.000	2.000
7	17	2.980	2.000	2.000
7	18	2.980	2.000	2.010
